57,167,195,153
61,163,195,153
63,163,195,153
63,167,195,153
65,165,195,153
69,165,195,153
73,165,195,153
75,167,195,153
77,169,195,153
79,169,195,153
77,173,195,153
87,177,195,153
89,179,195,153
93,179,195,153
97,181,195,153
101,181,195,153
108,181,195,153
107,183,195,153
112,183,195,153
121,183,195,153
130,179,195,153
135,179,195,153
140,179,195,153
151,177,195,153
156,173,195,153
169,171,195,153
178,169,195,153
185,167,195,153
196,167,195,153
201,167,195,153
210,165,195,153
213,161,195,153
214,161,195,153
227,153,195,153
232,149,195,153
233,149,195,153
238,147,195,153
243,139,195,153
248,137,195,153
249,133,195,153
248,127,195,153
249,125,195,153
250,125,195,153
251,123,195,153
248,121,195,153
251,121,195,153
252,119,195,153
253,119,195,153
254,119,195,153
251,119,195,153
254,119,195,153
253,119,195,153
254,117,195,153
257,117,195,153
260,115,195,153
261,113,195,153
264,109,195,153
267,109,195,153
276,111,195,153
369,127,195,153
372,129,195,153
371,127,195,153
374,125,195,153
377,123,195,153
374,129,195,153
373,131,195,153
370,129,195,153
375,133,195,153
382,135,195,153
375,115,195,153
376,107,195,153
383,107,195,153
394,109,195,153
371,33,195,153
382,17,195,153
383,17,195,153
388,15,195,153
393,17,195,153
402,15,195,153
403,21,195,153
404,17,195,153
401,21,195,153
402,21,195,153
405,19,195,153
406,21,195,153
405,19,195,153
404,17,195,153
403,19,195,153
402,21,195,153
399,21,195,153
400,21,195,153
399,21,195,153
398,19,195,153
399,21,195,153
398,19,195,153
397,21,195,153
398,17,195,153
397,21,195,153
398,21,195,153
401,19,195,153
400,19,195,153
399,19,195,153
402,19,195,153
403,19,195,153
400,19,195,153
401,17,195,153
398,19,195,153
397,17,195,153
398,17,195,153
397,17,195,153
398,17,195,153
401,11,195,153
398,17,195,153
397,17,195,153
398,17,195,153
397,17,195,153
398,17,195,153
397,17,195,153
398,17,195,153
397,17,195,153
398,17,195,153
397,17,195,153
398,17,195,153
397,17,195,153
398,17,195,153
397,17,195,153
396,17,195,153
397,17,195,153
398,19,195,153
397,17,195,153
398,19,195,153
397,17,195,153
398,17,195,153
397,17,195,153
398,19,195,153
397,17,195,153
398,19,195,153
399,19,195,153
398,19,195,153
401,19,195,153
400,19,195,153
401,19,195,153
398,19,195,153
401,19,195,153
400,19,195,153
399,19,195,153
402,19,195,153
397,17,195,153
398,21,195,153
395,17,195,153
400,19,195,153
403,19,195,153
400,19,195,153
399,19,195,153
400,17,195,153
399,17,195,153
398,17,195,153
403,19,195,153
398,19,195,153
401,15,195,153
398,15,195,153
397,15,195,153
404,17,195,153
405,17,195,153
404,17,195,153
403,17,195,153
404,17,195,153
407,17,195,153
406,17,195,153
405,19,195,153
396,13,195,153
399,13,195,153
396,15,195,153
395,13,195,153
396,15,195,153
395,15,195,153
390,15,195,153
387,15,195,153
386,13,195,153
381,13,195,153
402,21,195,153
391,17,195,153
404,17,195,153
399,17,195,153
404,21,195,153
405,19,195,153
404,19,195,153
405,19,195,153
404,19,195,153
405,19,195,153
404,19,195,153
405,17,195,153
404,19,195,153
407,17,195,153
400,19,195,153
407,17,195,153
404,19,195,153
407,17,195,153
404,19,195,153
405,19,195,153
400,19,195,153
403,19,195,153
404,19,195,153
403,19,195,153
404,19,195,153
407,17,195,153
404,19,195,153
407,17,195,153
406,19,195,153
407,17,195,153
400,19,195,153
405,19,195,153
404,19,195,153
405,19,195,153
404,19,195,153
405,19,195,153
404,19,195,153
405,19,195,153
404,19,195,153
405,19,195,153
408,17,195,153
405,17,195,153
404,17,195,153
407,17,195,153
408,17,195,153
405,19,195,153
408,17,195,153
405,19,195,153
408,19,195,153
409,15,195,153
410,9,195,153
405,11,195,153
414,9,195,153
413,7,195,153
418,9,195,153
409,19,195,153
408,15,195,153
411,15,195,153
416,17,195,153
415,15,195,153
410,13,195,153
419,15,195,153
418,15,195,153
407,15,195,153
408,17,195,153
405,17,195,153
406,17,195,153
405,17,195,153
404,19,195,153
407,17,195,153
404,19,195,153
407,17,195,153
408,17,195,153
407,17,195,153
404,19,195,153
405,19,195,153
404,19,195,153
407,17,195,153
404,19,195,153
403,19,195,153
404,19,195,153
405,19,195,153
404,19,195,153
407,17,195,153
404,19,195,153
407,17,195,153
406,19,195,153
407,17,195,153
404,19,195,153
405,19,195,153
404,19,195,153
407,17,195,153
404,19,195,153
405,19,195,153
404,19,195,153
407,17,195,153
404,19,195,153
407,17,195,153
404,19,195,153
407,17,195,153
404,19,195,153
407,17,195,153
404,19,195,153
407,17,195,153
404,19,195,153
405,19,195,153
404,19,195,153
407,17,195,153
404,19,195,153
407,17,195,153
404,19,195,153
407,17,195,153
406,17,195,153
407,17,195,153
408,17,195,153
407,17,195,153
410,19,195,153
409,19,195,153
414,15,195,153
409,17,195,153
410,19,195,153
409,19,195,153
408,17,195,153
413,17,195,153
412,19,195,153
407,17,195,153
414,13,195,153
413,13,195,153
410,11,195,153
409,11,195,153
412,13,195,153
409,13,195,153
410,13,195,153
411,15,195,153
408,15,195,153
409,11,195,153
410,11,195,153
409,13,195,153
408,9,195,153
409,15,195,153
408,17,195,153
409,13,195,153
410,13,195,153
411,17,195,153
410,19,195,153
405,19,195,153
408,15,195,153
405,19,195,153
408,17,195,153
407,19,195,153
404,17,195,153
407,19,195,153
408,19,195,153
405,19,195,153
408,17,195,153
407,17,195,153
408,17,195,153
407,17,195,153
408,17,195,153
407,17,195,153
408,17,195,153
409,17,195,153
408,19,195,153
407,17,195,153
406,19,195,153
405,17,195,153
410,19,195,153
403,17,195,153
388,17,195,153
403,17,195,153
402,19,195,153
403,17,195,153
410,7,195,153
409,7,195,153
408,3,195,153
407,5,195,153
400,1,195,153
387,5,195,153
392,5,195,153
383,15,195,153
398,15,195,153
399,11,195,153
398,11,195,153
397,11,195,153
396,11,195,153
397,11,195,153
396,9,195,153
393,5,195,153
398,13,195,153
391,11,195,153
386,1,195,153
407,1,195,153
400,1,195,153
399,1,195,153
406,1,195,153
403,1,195,153
406,3,195,153
405,7,195,153
406,9,195,153
409,9,195,153
410,9,195,153
407,9,195,153
398,9,195,153
395,7,195,153
406,15,195,153
403,17,195,153
406,17,195,153
405,19,195,153
408,15,195,153
407,17,195,153
404,17,195,153
403,17,195,153
404,17,195,153
403,17,195,153
408,17,195,153
407,19,195,153
404,17,195,153
407,17,195,153
408,17,195,153
407,19,195,153
408,17,195,153
407,17,195,153
408,17,195,153
407,17,195,153
408,17,195,153
409,17,195,153
408,17,195,153
407,19,195,153
408,17,195,153
407,19,195,153
408,17,195,153
407,17,195,153
408,17,195,153
407,19,195,153
408,17,195,153
409,17,195,153
408,17,195,153
405,17,195,153
408,17,195,153
407,17,195,153
408,17,195,153
407,17,195,153
408,17,195,153
407,17,195,153
408,17,195,153
409,17,195,153
408,17,195,153
407,17,195,153
408,17,195,153
407,17,195,153
408,17,195,153
407,19,195,153
408,17,195,153
409,17,195,153
408,17,195,153
409,17,195,153
408,17,195,153
407,19,195,153
406,17,195,153
409,17,195,153
408,17,195,153
409,17,195,153
408,17,195,153
409,17,195,153
408,17,195,153
409,17,195,153
408,17,195,153
409,17,195,153
