57,167,195,153
60,166,195,153
63,165,195,153
66,165,195,153
68,165,195,153
71,166,195,153
74,166,195,153
77,168,195,153
80,171,195,153
83,173,195,153
86,176,195,153
90,180,195,153
94,181,195,153
98,182,195,153
102,183,195,153
107,184,195,153
113,185,195,153
118,184,195,153
125,184,195,153
132,183,195,153
139,182,195,153
146,181,195,153
154,180,195,153
162,179,195,153
171,178,195,153
180,178,195,153
188,176,195,153
196,174,195,153
204,172,195,153
211,170,195,153
218,168,195,153
225,166,195,153
231,163,195,153
236,159,195,153
241,155,195,153
245,150,195,153
249,146,195,153
252,141,195,153
255,137,195,153
257,133,195,153
259,130,195,153
260,127,195,153
261,126,195,153
261,124,195,153
261,124,195,153
261,124,195,153
261,122,195,153
261,121,195,153
261,121,195,153
261,121,195,153
262,120,195,153
264,120,195,153
266,119,195,153
268,117,195,153
270,116,195,153
272,114,195,153
275,113,195,153
278,113,195,153
282,113,195,153
287,112,195,153
293,112,195,153
299,111,195,153
306,111,195,153
313,111,195,153
321,111,195,153
330,111,195,153
339,110,195,153
348,110,195,153
358,109,195,153
368,108,195,153
378,108,195,153
387,108,195,153
396,109,195,153
404,109,195,153
412,110,195,153
419,111,195,153
425,111,195,153
430,112,195,153
434,113,195,153
437,115,195,153
439,118,195,153
440,118,195,153
441,119,195,153
440,121,195,153
439,121,195,153
437,121,195,153
435,122,195,153
432,124,195,153
430,124,195,153
427,122,195,153
425,121,195,153
422,121,195,153
420,120,195,153
419,119,195,153
417,119,195,153
417,119,195,153
417,119,195,153
417,119,195,153
419,119,195,153
421,120,195,153
424,120,195,153
427,120,195,153
430,121,195,153
433,123,195,153
437,124,195,153
441,125,195,153
444,127,195,153
448,129,195,153
451,131,195,153
454,134,195,153
457,138,195,153
459,140,195,153
461,142,195,153
462,144,195,153
463,144,195,153
463,145,195,153
463,146,195,153
463,147,195,153
462,147,195,153
460,147,195,153
458,149,195,153
456,148,195,153
455,147,195,153
453,145,195,153
451,144,195,153
450,143,195,153
448,141,195,153
448,139,195,153
448,137,195,153
448,135,195,153
449,134,195,153
450,134,195,153
451,133,195,153
453,133,195,153
455,134,195,153
458,135,195,153
461,137,195,153
463,139,195,153
466,140,195,153
468,140,195,153
470,140,195,153
471,141,195,153
472,143,195,153
471,144,195,153
470,147,195,153
467,150,195,153
464,152,195,153
460,154,195,153
455,156,195,153
449,158,195,153
443,159,195,153
436,160,195,153
428,160,195,153
421,160,195,153
414,158,195,153
406,157,195,153
399,155,195,153
392,153,195,153
386,151,195,153
380,148,195,153
376,144,195,153
371,142,195,153
368,140,195,153
364,139,195,153
362,138,195,153
360,138,195,153
358,137,195,153
357,137,195,153
355,136,195,153
354,136,195,153
352,136,195,153
350,136,195,153
348,136,195,153
346,135,195,153
344,134,195,153
342,132,195,153
339,130,195,153
335,129,195,153
331,128,195,153
327,126,195,153
323,126,195,153
319,126,195,153
314,126,195,153
309,127,195,153
305,127,195,153
300,127,195,153
295,127,195,153
291,127,195,153
287,128,195,153
284,130,195,153
282,131,195,153
281,133,195,153
281,135,195,153
282,137,195,153
283,139,195,153
284,142,195,153
285,145,195,153
286,147,195,153
287,148,195,153
287,149,195,153
287,149,195,153
287,150,195,153
287,151,195,153
286,152,195,153
286,153,195,153
285,154,195,153
284,154,195,153
283,154,195,153
282,154,195,153
282,154,195,153
282,154,195,153
283,154,195,153
284,153,195,153
284,152,195,153
285,149,195,153
286,147,195,153
