57,167,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
72,162,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
87,172,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
107,182,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
142,177,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
182,177,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
217,167,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
247,147,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
257,127,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
262,122,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
262,117,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
272,107,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
297,102,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
337,102,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
387,102,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
427,102,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,112,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,117,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
437,112,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
432,112,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
437,107,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,122,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,132,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,142,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,147,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,137,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,127,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,127,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,132,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,147,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
442,157,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
412,157,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
387,137,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
372,127,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
362,127,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
352,127,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
332,122,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
307,127,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
292,122,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
297,142,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
302,142,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
302,142,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
302,147,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
307,142,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
312,127,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
322,117,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
327,92,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
322,62,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
312,42,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
282,32,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
237,22,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
217,22,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
217,27,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
222,27,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
237,32,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
232,32,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
237,27,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
242,22,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
262,17,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
282,22,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
292,47,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
302,62,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
307,77,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
312,97,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
327,117,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
327,142,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
312,162,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
292,172,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
287,182,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
307,187,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
352,152,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
397,117,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
422,87,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
422,87,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
402,92,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
382,107,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
362,112,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
337,127,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
292,147,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
202,152,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
117,142,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
77,142,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
77,142,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
77,142,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
77,137,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
82,137,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
122,137,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
192,147,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
262,167,195,153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
297,167,195,153
